employee_id,age,country,industry,work_mode,year,weekly_hours_worked,tasks_completed,productivity_score,sleep_hours_avg,exercise_frequency_per_week,mental_health_score,burnout_level,job_satisfaction,salary_usd
EMP000271,50,USA,Education,On-site,2024,30.3,81,100,9.0,3,100,Low,10.7,65354.33
EMP000272,21,Germany,Tech,Hybrid,2024,32.1,81,97,4.0,0,94,Low,9.8,114004.11
EMP000273,34,Italy,Healthcare,Hybrid,2021,42.2,99,97,6.0,1,95,Low,8.5,43319.77
EMP000274,39,India,Retail,Hybrid,2025,45.7,91,92,5.5,1,88,Medium,7.9,125341.87
EMP000275,33,India,Education,On-site,2025,50.0,81,85,5.1,2,93,Medium,8.3,65101.81
EMP000276,59,USA,Education,Hybrid,2022,44.3,88,92,5.1,0,91,Medium,8.3,102419.17
EMP000277,37,Italy,Retail,Remote,2021,51.6,107,100,8.3,5,100,Medium,9.9,96558.88
EMP000278,44,France,Healthcare,Hybrid,2019,38.7,85,100,6.8,1,100,Low,10.4,49034.9
EMP000279,32,Italy,Finance,Hybrid,2023,42.1,100,93,4.5,6,85,Low,8.7,115804.65
EMP000280,28,Australia,Retail,On-site,2018,30.1,84,99,5.2,0,100,Low,10.7,42227.09
EMP000281,24,Italy,Tech,Remote,2021,53.7,107,100,8.5,0,100,High,10.4,75278.17
EMP000282,46,France,Tech,Remote,2022,46.9,108,100,8.7,4,100,Medium,9.4,46693.9
EMP000283,44,UK,Healthcare,On-site,2020,52.8,103,98,8.8,4,100,High,9.1,42643.79
EMP000284,57,France,Finance,Remote,2025,45.0,90,95,5.9,3,100,Medium,9.0,43317.3
EMP000285,27,Italy,Healthcare,On-site,2018,53.0,104,91,6.1,5,93,High,10.1,55439.29
EMP000286,53,France,Retail,Hybrid,2021,53.9,106,97,7.8,3,98,High,10.7,141696.88
EMP000287,41,UK,Retail,Hybrid,2022,50.5,73,89,6.3,5,95,Medium,10.1,35160.83
EMP000288,30,Australia,Finance,On-site,2024,30.4,93,100,5.9,3,100,Low,10.2,89143.75
EMP000289,44,Canada,Tech,Remote,2024,51.7,110,100,8.4,6,100,Medium,9.4,121477.08
EMP000290,48,Australia,Education,Remote,2025,59.3,70,76,4.6,0,79,High,8.4,61869.94
EMP000291,27,France,Tech,Hybrid,2018,40.4,100,99,5.9,0,99,Low,10.1,131647.3
EMP000292,28,Australia,Finance,On-site,2019,36.2,97,98,4.8,6,98,Low,8.9,142485.41
EMP000293,46,Canada,Retail,On-site,2020,47.5,118,100,9.0,3,100,Medium,10.6,108114.88
EMP000294,37,UK,Retail,On-site,2022,36.8,90,99,5.0,4,90,Low,9.6,123758.62
EMP000295,24,UK,Retail,Hybrid,2025,41.6,108,100,7.4,0,99,Low,10.7,140098.3
EMP000296,46,India,Healthcare,Remote,2019,34.4,82,90,4.0,1,100,Low,9.5,46112.98
EMP000297,41,Canada,Education,On-site,2020,58.9,71,83,7.1,4,94,High,9.4,85031.75
EMP000298,53,USA,Tech,Remote,2018,34.1,87,100,9.0,2,100,Low,10.0,109093.65
EMP000299,46,Germany,Retail,Hybrid,2023,45.7,99,95,5.1,1,90,Medium,8.0,51131.46
EMP000300,49,USA,Tech,On-site,2024,57.2,94,99,8.7,1,100,High,10.0,147276.95
EMP000301,52,Canada,Finance,Hybrid,2019,39.3,110,100,5.2,5,94,Low,9.6,145220.13
EMP000302,57,Italy,Education,Remote,2019,30.3,100,100,5.8,2,100,Low,9.5,68600.4
EMP000303,47,UK,Education,Hybrid,2025,30.9,119,100,6.4,1,100,Low,11.0,64666.19
EMP000304,52,Canada,Finance,Remote,2020,45.4,110,94,6.4,2,100,Medium,9.6,33914.15
EMP000305,37,France,Tech,On-site,2019,53.6,87,75,5.3,1,91,High,9.9,108795.73
EMP000306,43,France,Retail,Remote,2022,45.2,89,92,5.1,2,89,Medium,9.0,63897.45
EMP000307,41,USA,Finance,Remote,2024,45.5,113,100,7.8,4,98,Medium,9.6,137291.32
EMP000308,24,France,Tech,Remote,2025,54.7,86,93,8.4,6,100,High,9.1,60637.09
EMP000309,47,Canada,Retail,Remote,2025,32.1,81,100,8.7,3,100,Low,10.4,127305.43
EMP000310,44,USA,Healthcare,Hybrid,2021,40.6,92,95,8.1,4,100,Low,9.8,35448.39
EMP000311,26,France,Healthcare,On-site,2020,31.6,115,100,8.9,5,100,Low,10.5,66473.1
EMP000312,48,Canada,Education,On-site,2019,39.3,92,100,7.7,5,100,Low,10.6,121088.27
EMP000313,47,Australia,Tech,Hybrid,2023,38.1,90,87,4.6,0,90,Low,8.8,121497.95
EMP000314,51,India,Retail,Remote,2025,52.6,66,81,4.1,0,69,High,6.6,62261.61
EMP000315,45,France,Education,Hybrid,2018,33.9,117,100,6.8,1,100,Low,10.4,50650.71
EMP000316,52,Germany,Tech,Hybrid,2018,32.9,87,100,8.0,4,100,Low,9.4,33702.95
EMP000317,40,India,Finance,On-site,2024,59.4,101,100,8.3,0,100,High,9.8,97448.74
EMP000318,35,India,Education,On-site,2018,45.2,110,93,5.9,4,97,Medium,8.9,125705.68
EMP000319,44,Germany,Tech,Hybrid,2018,51.1,92,100,8.1,5,100,Medium,9.2,36200.25
EMP000320,55,Italy,Tech,Remote,2021,58.6,74,81,5.1,5,83,High,8.6,111258.29
EMP000321,57,Italy,Tech,Remote,2025,32.1,82,100,5.6,0,100,Low,9.0,59701.21
EMP000322,31,India,Tech,Remote,2022,35.7,82,100,6.1,2,100,Low,9.7,135358.14
EMP000323,39,Australia,Finance,On-site,2021,50.3,86,81,4.4,6,75,Medium,6.7,147845.94
EMP000324,43,USA,Healthcare,On-site,2019,42.6,116,100,7.8,1,100,Low,9.9,63158.29
EMP000325,30,Italy,Education,Remote,2019,35.4,103,100,8.9,0,100,Low,9.7,118546.2
EMP000326,32,Canada,Healthcare,Remote,2025,32.2,106,100,7.0,5,100,Low,9.3,105684.06
EMP000327,59,Italy,Education,Hybrid,2020,35.2,104,100,8.6,6,100,Low,10.1,113495.7
EMP000328,54,UK,Tech,Remote,2023,51.1,75,82,5.9,3,100,Medium,9.5,110646.72
EMP000329,22,France,Finance,Hybrid,2019,56.0,93,99,8.7,4,100,High,9.8,100510.3
EMP000330,24,Australia,Tech,On-site,2023,58.1,109,92,6.7,0,100,High,10.0,118728.99
EMP000331,47,India,Retail,Remote,2024,43.0,102,91,4.5,2,89,Low,9.3,82082.52
EMP000332,46,India,Tech,On-site,2022,59.9,74,89,5.1,0,84,High,9.0,114104.12
EMP000333,52,UK,Retail,On-site,2018,57.3,75,71,4.1,1,65,High,6.2,55841.33
EMP000334,30,France,Finance,On-site,2020,56.5,80,77,5.9,0,87,High,8.2,124412.34
EMP000335,47,Germany,Retail,On-site,2018,45.6,84,90,4.3,3,84,Medium,8.1,100133.87
EMP000336,57,Australia,Retail,Hybrid,2021,50.0,113,100,7.9,3,100,Medium,10.1,59806.03
EMP000337,57,Italy,Retail,On-site,2022,53.5,89,97,6.1,6,91,High,8.2,101861.45
EMP000338,44,Germany,Healthcare,Remote,2018,57.8,87,75,4.5,4,87,High,8.0,108620.85
EMP000339,25,USA,Healthcare,On-site,2020,53.6,84,100,8.7,4,100,High,9.0,129178.57
EMP000340,32,India,Retail,Remote,2021,37.5,108,94,6.6,4,100,Low,9.6,72454.7
EMP000341,52,France,Education,On-site,2025,54.3,104,91,7.9,4,100,High,10.8,62579.85
EMP000342,26,Canada,Education,Remote,2018,46.6,92,99,6.5,2,96,Medium,9.4,111232.89
EMP000343,42,UK,Finance,On-site,2025,38.9,84,100,6.3,0,98,Low,10.3,76176.43
EMP000344,41,UK,Healthcare,On-site,2018,51.6,88,92,7.7,1,100,Medium,10.8,40026.52
EMP000345,30,Germany,Healthcare,Remote,2024,49.0,79,96,6.9,5,97,Medium,9.2,67320.3
EMP000346,35,Canada,Education,Hybrid,2018,52.5,95,94,6.9,1,97,High,9.5,120463.81
EMP000347,21,UK,Tech,On-site,2024,36.1,84,100,5.6,0,100,Low,10.0,32656.98
EMP000348,49,USA,Healthcare,On-site,2020,43.2,88,100,8.9,0,100,Low,10.9,121776.12
EMP000349,21,Italy,Finance,Remote,2022,30.5,88,100,8.0,1,100,Low,9.5,97281.4
EMP000350,45,USA,Tech,Hybrid,2018,51.9,95,96,7.5,2,100,Medium,9.6,134900.48
EMP000351,27,USA,Education,Hybrid,2025,43.5,70,87,4.9,1,90,Low,8.1,76539.13
EMP000352,42,Australia,Tech,Remote,2018,44.4,77,94,4.9,1,93,Medium,9.3,95470.22
EMP000353,35,France,Tech,Hybrid,2023,36.9,94,100,8.7,2,100,Low,10.4,38400.42
EMP000354,24,UK,Healthcare,On-site,2020,43.9,113,100,7.6,0,100,Low,9.7,31003.64
EMP000355,51,Australia,Retail,Remote,2019,54.1,95,94,7.9,4,100,High,9.7,121981.81
EMP000356,52,USA,Healthcare,Hybrid,2024,45.5,100,94,4.7,6,97,Medium,10.5,119070.38
EMP000357,49,Canada,Healthcare,On-site,2019,34.8,96,94,5.3,5,100,Low,10.5,122916.32
EMP000358,32,USA,Retail,Hybrid,2025,44.2,103,100,7.6,1,100,Medium,9.8,67659.22
EMP000359,32,Australia,Finance,On-site,2020,51.7,112,100,7.7,1,100,Medium,10.9,46038.07
EMP000360,58,Germany,Tech,On-site,2025,46.0,85,97,7.2,1,100,Medium,9.6,93446.93
EMP000361,47,India,Education,Hybrid,2024,47.9,113,95,5.3,3,93,Medium,9.8,123363.03
EMP000362,40,Australia,Finance,On-site,2019,41.1,111,100,6.2,0,90,Low,9.8,34677.52
EMP000363,49,Canada,Retail,Hybrid,2022,43.1,82,100,7.3,2,100,Low,11.0,127525.63
EMP000364,51,UK,Retail,On-site,2025,54.0,91,95,7.4,0,97,High,10.6,98539.48
EMP000365,31,UK,Tech,On-site,2020,40.8,79,99,7.9,6,100,Low,10.5,108521.04
EMP000366,52,France,Tech,On-site,2022,39.3,105,92,4.7,1,92,Low,9.0,142609.65
EMP000367,24,France,Tech,Remote,2021,59.7,102,100,7.8,6,93,High,10.2,76707.66
EMP000368,54,France,Healthcare,On-site,2020,40.3,117,100,6.6,4,100,Low,10.3,101178.99
EMP000369,38,India,Tech,On-site,2018,33.3,105,100,8.6,1,100,Low,10.1,107310.81
EMP000370,21,Germany,Healthcare,Remote,2024,49.1,98,100,7.0,5,94,Medium,8.7,84620.64
EMP000371,40,Australia,Healthcare,On-site,2021,50.6,95,81,4.1,2,73,Medium,7.6,84584.69
EMP000372,46,France,Healthcare,On-site,2019,42.1,90,83,4.8,3,94,Low,9.1,140556.9
EMP000373,42,France,Finance,Hybrid,2024,51.1,95,83,4.3,5,81,Medium,8.3,103957.74
EMP000374,36,France,Healthcare,Hybrid,2024,55.9,85,100,8.4,2,98,High,8.9,64382.35
EMP000375,37,USA,Retail,Remote,2021,48.7,93,100,8.9,4,100,Medium,11.0,37487.29
EMP000376,37,Italy,Tech,On-site,2021,55.6,85,99,8.7,2,100,High,9.9,38524.19
EMP000377,58,Canada,Finance,Hybrid,2018,58.3,98,83,4.4,3,62,High,5.8,148236.46
EMP000378,31,Italy,Education,Remote,2018,39.8,89,95,5.5,4,95,Low,8.6,60775.57
EMP000379,57,France,Healthcare,On-site,2025,35.1,103,100,8.5,5,100,Low,9.6,48717.7
EMP000380,43,India,Retail,Remote,2025,32.5,94,100,6.3,5,100,Low,10.5,36837.45
EMP000381,38,Canada,Healthcare,Remote,2024,50.0,101,99,7.9,0,100,Medium,10.9,94562.72
EMP000382,46,Italy,Finance,On-site,2020,35.9,106,100,6.4,0,100,Low,10.7,87981.7
EMP000383,38,India,Tech,Hybrid,2022,33.7,118,100,7.5,4,97,Low,9.7,138395.76
EMP000384,33,France,Finance,Remote,2018,47.4,98,90,6.4,2,100,Medium,9.3,96319.47
EMP000385,58,France,Tech,Remote,2025,55.6,74,81,4.8,4,89,High,9.1,78786.81
EMP000386,28,USA,Tech,Hybrid,2022,41.1,111,100,7.9,5,100,Low,11.0,117535.65
EMP000387,51,Italy,Tech,On-site,2024,36.5,104,100,8.4,0,100,Low,10.3,30078.41
EMP000388,33,Germany,Tech,Remote,2025,37.0,107,92,5.3,4,99,Low,10.8,65273.89
EMP000389,28,Italy,Finance,Hybrid,2018,36.2,105,98,5.2,6,100,Low,10.0,85955.93
EMP000390,38,UK,Finance,Remote,2019,45.4,86,100,7.5,4,100,Medium,10.5,114974.62
EMP000391,37,Canada,Tech,On-site,2024,45.3,105,100,7.1,5,100,Medium,10.1,90153.08
EMP000392,29,India,Retail,On-site,2024,55.2,79,81,4.8,4,79,High,7.1,58497.43
EMP000393,28,India,Healthcare,On-site,2020,38.4,102,100,4.9,6,91,Low,9.6,77051.23
EMP000394,52,Australia,Healthcare,On-site,2020,46.7,98,98,8.3,0,100,Medium,9.6,119931.12
EMP000395,31,Canada,Tech,Remote,2025,38.8,92,100,5.7,1,100,Low,10.2,108406.02
EMP000396,57,Canada,Finance,Remote,2021,56.5,96,90,7.7,0,92,High,9.6,145603.24
EMP000397,39,Germany,Retail,On-site,2019,39.4,117,98,5.7,0,93,Low,10.2,61325.82
EMP000398,28,UK,Finance,Remote,2025,58.2,87,84,6.3,6,86,High,9.5,58798.72
EMP000399,45,India,Retail,Hybrid,2020,57.4,95,82,4.9,4,85,High,7.7,62764.87
EMP000400,47,India,Tech,Remote,2019,31.7,114,100,4.0,1,87,Low,9.5,79343.7
EMP000401,43,Germany,Healthcare,Hybrid,2020,38.9,90,97,5.5,0,92,Low,9.9,117565.43
EMP000402,42,Australia,Education,Hybrid,2023,35.2,103,100,6.4,5,100,Low,10.3,143987.96
EMP000403,44,Germany,Finance,On-site,2021,33.5,103,100,6.7,4,100,Low,10.6,117960.01
EMP000404,42,UK,Education,Hybrid,2025,45.7,113,100,7.5,4,92,Medium,9.8,143119.1
EMP000405,57,Germany,Healthcare,Hybrid,2023,33.6,114,100,8.9,3,100,Low,9.2,33893.21
EMP000406,46,Australia,Education,Remote,2023,53.7,80,89,7.7,6,100,High,10.6,80825.75
EMP000407,54,Australia,Education,Hybrid,2024,31.5,98,96,4.3,0,100,Low,10.2,57182.6
EMP000408,41,UK,Healthcare,Remote,2018,52.4,76,82,4.4,1,82,High,7.5,48996.47
EMP000409,58,France,Retail,Hybrid,2022,44.0,98,96,6.4,4,100,Medium,9.8,75718.95
EMP000410,51,India,Healthcare,Hybrid,2022,39.1,92,100,8.7,5,100,Low,9.3,33919.09
EMP000411,38,UK,Finance,Remote,2024,40.0,104,100,8.6,2,100,Low,9.1,58697.11
EMP000412,55,India,Education,Hybrid,2025,32.3,87,94,5.8,4,100,Low,9.7,130037.28
EMP000413,21,Italy,Tech,On-site,2024,43.3,95,100,7.8,3,100,Low,10.1,63371.94
EMP000414,36,Italy,Healthcare,On-site,2024,54.8,61,73,4.2,6,77,High,8.2,135519.63
EMP000415,29,India,Healthcare,On-site,2022,39.4,105,100,8.2,2,100,Low,9.2,75554.01
EMP000416,58,UK,Education,Hybrid,2022,45.9,106,100,7.4,5,100,Medium,10.1,128936.58
EMP000417,24,USA,Tech,Hybrid,2018,53.0,77,84,6.5,3,91,High,8.5,95696.58
EMP000418,23,France,Education,Remote,2020,54.9,84,90,7.6,5,100,High,10.6,58067.63
EMP000419,55,France,Retail,On-site,2020,58.4,97,81,6.0,3,92,High,9.5,148839.88
EMP000420,53,USA,Finance,Remote,2024,42.9,90,94,5.5,3,100,Low,9.3,89627.46
EMP000421,45,India,Tech,Remote,2018,53.9,96,91,7.6,3,100,High,9.7,126595.65
EMP000422,30,Germany,Education,On-site,2021,37.0,74,91,4.1,1,87,Low,7.8,134209.14
EMP000423,31,USA,Healthcare,On-site,2018,42.6,100,90,4.0,6,90,Low,8.5,143610.72
EMP000424,32,India,Finance,Hybrid,2024,40.9,94,100,6.8,5,100,Low,9.4,120174.35
EMP000425,32,Germany,Education,Remote,2025,42.3,103,88,4.8,3,84,Low,8.3,61126.61
EMP000426,49,UK,Tech,Hybrid,2021,48.8,84,85,5.4,4,83,Medium,8.8,109535.55
EMP000427,35,Australia,Retail,Remote,2020,41.8,116,100,6.6,4,95,Low,8.8,126651.88
EMP000428,26,Italy,Tech,Hybrid,2023,40.4,94,99,6.0,6,99,Low,10.5,129282.79
EMP000429,49,France,Finance,Remote,2023,40.3,84,94,5.7,6,95,Low,10.1,43336.46
EMP000430,40,Australia,Finance,Remote,2022,50.2,79,96,8.1,3,100,Medium,9.5,118554.11
EMP000431,54,UK,Finance,On-site,2024,30.9,106,100,6.2,0,100,Low,10.0,50287.41
EMP000432,51,UK,Finance,Hybrid,2021,38.7,102,96,6.3,5,100,Low,9.0,81298.37
EMP000433,51,Canada,Retail,Hybrid,2019,50.7,90,100,8.1,0,100,Medium,10.8,31944.05
EMP000434,48,USA,Healthcare,On-site,2021,35.9,84,100,7.3,1,100,Low,9.6,102296.38
EMP000435,31,India,Retail,Hybrid,2025,55.4,72,90,5.6,5,97,High,9.6,102378.01
EMP000436,58,Canada,Tech,Hybrid,2025,34.3,107,98,4.1,1,92,Low,8.7,68858.35
EMP000437,36,UK,Finance,Hybrid,2025,36.4,91,92,4.6,1,96,Low,9.4,149629.11
EMP000438,29,Australia,Tech,On-site,2021,44.0,95,86,4.1,2,83,Low,8.4,33342.27
EMP000439,44,UK,Healthcare,Remote,2022,44.8,102,99,7.2,4,100,Medium,9.0,126717.47
EMP000440,41,UK,Finance,On-site,2021,32.1,77,90,4.4,5,100,Low,10.4,140072.17
EMP000441,56,India,Finance,On-site,2023,51.8,91,100,7.9,4,100,Medium,9.5,103738.29
EMP000442,25,USA,Finance,On-site,2025,49.9,111,96,7.2,6,100,Medium,10.1,117453.37
EMP000443,27,USA,Healthcare,On-site,2022,33.8,84,100,8.1,3,100,Low,10.3,89876.53
EMP000444,34,Germany,Healthcare,Hybrid,2023,33.5,75,90,4.0,4,100,Low,10.9,60537.76
EMP000445,55,India,Healthcare,Remote,2022,57.0,84,88,6.8,0,99,High,9.7,109952.14
EMP000446,21,France,Finance,On-site,2020,39.4,114,99,4.5,2,76,Low,8.2,134834.22
EMP000447,21,Canada,Tech,Hybrid,2020,42.1,108,99,7.4,4,100,Low,10.2,45985.19
EMP000448,32,USA,Retail,Remote,2020,47.2,93,89,5.3,4,98,Medium,10.1,149362.1
EMP000449,42,Australia,Healthcare,Hybrid,2025,39.2,117,99,6.5,2,100,Low,10.0,57123.98
EMP000450,33,Canada,Tech,Remote,2019,46.2,85,93,4.4,2,99,Medium,9.0,58048.9
EMP000451,39,Australia,Retail,Hybrid,2025,50.7,93,92,5.3,3,78,Medium,8.3,137752.24
EMP000452,27,UK,Retail,On-site,2020,49.2,114,97,6.3,4,90,Medium,8.0,96775.76
EMP000453,44,India,Tech,Remote,2021,57.7,92,97,8.9,0,100,High,10.4,145985.7
EMP000454,31,Italy,Healthcare,Hybrid,2018,41.1,94,99,6.8,5,100,Low,9.9,99567.74
EMP000455,53,India,Finance,Remote,2024,45.2,77,79,4.8,0,85,Medium,8.3,78084.5
EMP000456,58,India,Retail,On-site,2019,43.7,93,94,6.1,6,100,Low,10.1,53716.71
EMP000457,58,Australia,Retail,On-site,2021,56.0,76,87,5.5,1,80,High,7.4,34570.36
EMP000458,27,UK,Finance,Remote,2019,47.9,97,96,8.4,2,100,Medium,10.1,126361.43
EMP000459,34,Australia,Tech,Hybrid,2024,34.5,102,99,4.9,0,100,Low,10.0,134392.54
EMP000460,46,France,Tech,On-site,2021,44.1,108,96,6.5,1,94,Medium,9.0,124969.17
EMP000461,27,USA,Tech,On-site,2020,50.4,97,97,5.6,6,80,Medium,9.0,126202.12
EMP000462,50,UK,Finance,On-site,2021,50.2,72,90,6.4,3,92,Medium,8.3,82782.68
EMP000463,23,Italy,Tech,Hybrid,2024,35.7,112,100,6.3,3,100,Low,9.4,130244.7
EMP000464,24,India,Tech,On-site,2018,40.6,97,100,8.0,4,100,Low,9.8,105775.06
EMP000465,36,Australia,Retail,Remote,2019,56.0,69,80,4.8,4,81,High,8.3,87400.26
EMP000466,52,Australia,Finance,Remote,2020,55.1,85,98,6.7,3,85,High,8.0,31480.93
EMP000467,55,Italy,Education,Hybrid,2024,31.5,80,92,6.0,6,100,Low,10.0,75934.09
EMP000468,41,USA,Education,On-site,2023,30.8,118,100,6.8,0,100,Low,10.8,54221.02
EMP000469,27,Canada,Retail,On-site,2020,31.3,103,100,4.9,0,100,Low,9.2,35470.22
EMP000470,32,Germany,Finance,On-site,2024,59.5,117,98,8.0,6,100,High,10.5,49928.98
EMP000471,45,UK,Retail,Hybrid,2018,34.3,82,100,5.9,2,100,Low,10.5,30502.49
EMP000472,29,USA,Retail,Remote,2020,42.5,98,83,4.1,5,83,Low,8.8,41810.9
EMP000473,59,Australia,Tech,Hybrid,2019,41.8,90,97,5.2,3,100,Low,9.1,95631.47
EMP000474,31,Germany,Retail,Remote,2025,55.3,82,86,5.6,2,87,High,9.2,117629.2
EMP000475,42,Canada,Tech,Hybrid,2020,35.4,94,100,8.0,3,100,Low,10.6,80401.32
EMP000476,57,Australia,Healthcare,On-site,2024,50.8,93,91,4.7,5,71,Medium,6.4,78328.74
EMP000477,55,USA,Tech,Hybrid,2024,41.9,101,98,4.7,4,83,Low,8.5,88056.3
EMP000478,43,USA,Finance,Hybrid,2025,37.3,109,100,7.3,2,100,Low,9.7,56952.29
EMP000479,40,USA,Education,On-site,2025,51.0,89,86,5.7,4,99,Medium,9.8,53490.67
EMP000480,40,Canada,Education,Remote,2019,37.8,96,100,6.1,2,100,Low,9.6,64582.14
EMP000481,58,France,Tech,Remote,2025,32.7,102,100,5.6,4,100,Low,9.3,33711.71
EMP000482,55,India,Retail,On-site,2020,56.9,96,86,5.0,0,83,High,8.8,101633.43
EMP000483,29,Germany,Healthcare,On-site,2019,47.2,81,84,4.9,4,84,Medium,8.6,59622.84
EMP000484,26,Italy,Tech,On-site,2021,48.5,72,77,4.4,6,85,Medium,7.5,63994.13
EMP000485,29,France,Finance,On-site,2022,39.3,91,93,5.5,3,90,Low,9.6,96888.6
EMP000486,22,France,Tech,Remote,2020,54.5,60,74,4.1,5,82,High,7.3,45951.37
EMP000487,50,Italy,Education,On-site,2025,37.7,81,100,5.1,6,96,Low,9.2,58687.97
EMP000488,43,Italy,Healthcare,Remote,2022,48.6,110,100,8.0,0,100,Medium,9.3,74873.66
EMP000489,40,UK,Healthcare,On-site,2019,41.8,105,97,4.7,2,96,Low,9.2,99007.27
EMP000490,38,Australia,Finance,On-site,2023,36.2,82,94,5.6,0,100,Low,9.7,30817.76
EMP000491,45,USA,Education,Remote,2023,39.7,93,100,7.8,0,100,Low,10.8,106988.23
EMP000492,28,Australia,Education,On-site,2024,32.5,114,100,7.0,1,100,Low,9.5,141144.62
EMP000493,26,Australia,Tech,Remote,2025,50.7,88,99,8.7,6,100,Medium,9.2,90069.52
EMP000494,54,India,Finance,Remote,2023,31.9,106,100,4.9,5,98,Low,10.7,40110.65
EMP000495,40,Italy,Tech,Remote,2020,38.7,114,100,7.9,5,100,Low,9.6,107620.47
EMP000496,27,France,Tech,Hybrid,2020,51.5,96,90,6.4,0,100,Medium,9.4,50193.43
EMP000497,56,Canada,Retail,On-site,2020,47.3,107,99,5.5,5,91,Medium,8.9,147748.99
EMP000498,34,Canada,Healthcare,On-site,2024,50.1,104,100,7.5,5,99,Medium,10.7,117044.59
EMP000499,35,Germany,Tech,On-site,2023,32.1,117,100,5.7,0,100,Low,9.3,113422.5
EMP000500,52,France,Tech,Remote,2024,47.5,94,100,9.0,0,100,Medium,9.3,36739.44
EMP000501,38,UK,Education,On-site,2025,43.2,95,100,8.4,1,100,Low,9.1,46604.59
EMP000502,34,Australia,Tech,Remote,2022,56.1,87,78,6.7,1,87,High,9.0,128114.81
EMP000503,37,France,Retail,Hybrid,2018,38.3,111,93,4.2,4,93,Low,8.8,119563.55
EMP000504,36,USA,Education,Hybrid,2020,41.3,116,100,6.9,5,100,Low,10.5,42648.63
EMP000505,49,Italy,Healthcare,Remote,2025,33.6,90,98,4.3,4,95,Low,9.2,81664.3
EMP000506,52,Germany,Education,Remote,2019,51.3,72,88,5.2,1,88,Medium,8.3,42963.47
EMP000507,33,Italy,Tech,Remote,2018,32.4,114,100,6.3,6,100,Low,10.3,127808.65
EMP000508,50,France,Education,Remote,2025,53.3,82,90,6.3,1,94,High,9.5,148427.51
EMP000509,49,France,Retail,Remote,2025,51.2,76,93,5.7,0,87,Medium,9.6,70479.67
EMP000510,44,Canada,Healthcare,Remote,2023,46.1,81,86,4.9,5,88,Medium,9.8,56870.95
EMP000511,49,France,Education,Remote,2019,52.1,83,91,6.7,5,100,High,10.3,115067.89
EMP000512,35,Canada,Finance,On-site,2020,53.5,85,77,4.6,0,84,High,9.0,38464.28
EMP000513,49,Australia,Education,On-site,2020,33.6,114,100,4.9,1,96,Low,9.6,46680.26
EMP000514,21,Australia,Tech,Remote,2019,55.1,85,90,6.5,3,93,High,9.8,90445.01
EMP000515,36,France,Healthcare,Remote,2023,34.8,106,100,7.5,0,100,Low,10.3,90401.42
EMP000516,26,UK,Retail,Hybrid,2018,53.8,66,81,5.1,4,80,High,8.7,146353.91
EMP000517,47,Germany,Healthcare,Hybrid,2024,58.4,75,76,4.7,4,80,High,7.7,147750.91
EMP000518,35,France,Education,Remote,2019,48.9,105,100,7.2,1,85,Medium,9.3,119486.12
EMP000519,21,India,Education,Hybrid,2023,46.9,112,100,7.4,5,100,Medium,9.5,128976.83
EMP000520,53,Australia,Finance,Hybrid,2018,35.9,101,100,5.2,5,89,Low,9.5,102113.46
EMP000521,37,Canada,Retail,Remote,2022,35.8,87,93,6.4,6,100,Low,9.8,92075.22
EMP000522,46,India,Tech,On-site,2022,39.5,85,84,4.3,5,93,Low,8.9,76416.87
EMP000523,37,India,Finance,Remote,2021,36.9,117,100,8.2,4,100,Low,10.1,127479.14
EMP000524,50,USA,Tech,Hybrid,2022,36.2,115,100,7.7,1,100,Low,9.3,96479.19
EMP000525,57,Australia,Finance,Remote,2024,48.0,101,88,5.0,0,87,Medium,8.3,99975.34
EMP000526,47,Canada,Tech,On-site,2019,44.0,85,94,5.1,0,93,Low,9.2,80852.41
EMP000527,23,UK,Education,Remote,2024,40.5,109,100,8.5,0,100,Low,10.7,127416.81
EMP000528,55,USA,Retail,Remote,2025,59.6,96,85,8.0,5,100,High,9.9,95351.45
EMP000529,45,Germany,Finance,On-site,2025,42.1,99,100,7.4,6,100,Low,10.5,72837.89
EMP000530,46,USA,Tech,Hybrid,2021,36.1,100,99,5.5,1,100,Low,10.9,55923.77
EMP000531,34,India,Finance,On-site,2023,54.2,84,86,5.5,1,90,High,9.0,104194.9
EMP000532,56,UK,Healthcare,On-site,2025,31.6,91,90,4.1,3,87,Low,9.4,76523.42
EMP000533,23,France,Education,On-site,2021,44.8,105,100,7.5,5,100,Medium,10.0,67129.54
EMP000534,56,Germany,Tech,On-site,2024,33.6,102,100,5.6,2,100,Low,9.7,77236.26
EMP000535,47,Canada,Retail,On-site,2020,55.5,74,86,4.4,6,73,High,7.9,62894.44
EMP000536,29,Canada,Finance,Hybrid,2025,49.1,98,90,5.0,6,76,Medium,8.5,132952.19
EMP000537,34,India,Finance,Hybrid,2018,50.9,72,86,5.0,5,80,Medium,8.6,128596.99
EMP000538,21,USA,Education,Remote,2021,46.9,100,97,7.0,2,94,Medium,10.2,104063.31
EMP000539,37,Australia,Finance,Remote,2021,51.6,83,84,4.9,1,73,Medium,7.0,32971.79
EMP000540,56,Canada,Finance,On-site,2022,35.9,112,100,8.0,3,100,Low,9.7,82526.02
EMP000541,59,Australia,Finance,On-site,2022,56.8,90,91,5.9,3,82,High,8.9,130369.87
EMP000542,26,USA,Finance,Hybrid,2025,46.6,85,98,7.7,0,100,Medium,9.5,146695.37
